StateA,State,District,Year,Dcandidate,Rcandidate,Ocandidate,Dpercent,Rpercent,Opercent,IncumbentParty,Winner,Margin,IncOverPerformance,P2024,P2020,P2016,P2012,P2008,P2004,P2000,Evs,Redistricted,Polls,Chance,Median
,House,NC08,2024,Justin Dues,Mark Harris,,40.4,59.6,,OPEN,,-19.2,8.32,-19.26,-17.7,-20.7,-18,,,,,R,,0.0,-19.33
,House,NC09,2024,Nigel Bristow,Richard Hudson,,37.8,56.3,,R,,-18.5,2.16,-16.6,-13.8,-16.5,-14.4,,,,,R,,0.0,-18.23
,House,NC10,2024,Ralph Scott Jr.,Pat Harrigan,,38.2,57.5,,OPEN,,-19.3,2.16,-20.42,-16,-17.1,-13.4,,,,,R,,0.0,-20.23
,House,NC11,2024,Caleb Rudow,Chuck Edwards,,43.2,56.8,,R,,-13.6,8.030000000000001,-9.54,-11,-15.9,-11.2,,,,,R,,0.025294117647058825,-13.23
,House,NC12,2024,Alma Adams,Addul Ali,,74,26,,D,,48,2.4899999999999984,47.15,50,46.3,41.8,,,,,R,,1.0,48.77
,House,NC13,2024,Frank Pierce,Brad Knott,,41.4,58.6,,OPEN,,-17.2,2.4899999999999984,-16.78,-17.2,-19.8,-17.8,,,,,R,,0.0,-20.44
,House,NC14,2024,Pam Genant,Tim Moore,,41.9,58.1,,OPEN,,-16.2,2.4899999999999984,-15.6,-16.1,-21.4,-19.4,,,,,R,,0.0,-18.430000000000003
,House,NDAL,2024,Trygve Hammer,Julie Fedorchak,,30.5,69.5,,OPEN,,-39,0,-36.49,-34.43,-39.62,-20.22,,,,,,,0.0,-36.87
,House,NE01,2024,Carol Blood,Mike Flood,,39.9,60.1,,R,,-20.2,2.330000000000002,-13.28,-11.33,-19.59,-15.91,,,,,,,0.003219198127011999,-14.559999999999999
,House,NE02,2024,Tony Vargas,Don Bacon,,49.1,50.9,,R,,-1.8,-2.25,4.23,6.45,-2.06,-6.47,,,,,,,0.6005267778753293,1.7200000000000002
,House,NE03,2024,Daniel Ebers,Adrian Smith,,19.6,80.4,,R,,-60.8,-2.3999999999999986,-53.82,-52.9,-56.58,-41.99,,,,,,,0.0,-60.73
,House,NH01,2024,Chris Pappas,Russell Prescott,,54,45.9,,D,,8.1,9.280000000000001,1.92,6.02,-1.78,1.43,,,,,,,0.9154228855721394,7.869999999999999
,House,NH02,2024,Maggie Goodlander,Lily Tang Williams,,52.9,47,,OPEN,,5.9,0,3.76,8.98,2.57,9.9,,,,,,,0.8994732221246707,7.255000000000001
,House,NJ01,2024,Donald Norcross,Teddy Liddell,,57.8,39.9,,D,,17.9,9.619999999999997,18.73,24.78,24.13,30.3,,,,,,,1.0,24.97
,House,NJ02,2024,Joe Salerno,Jeff Van Drew,,41,58.2,,R,,-17.2,-6.510000000000002,-12.9,-5.09,-7.33,7.06,,,,,,,0.0013169446883230904,-15.530000000000001
,House,NJ03,2024,Herb Conaway,Rajesh Mohan,,53.2,44.7,,OPEN,,8.5,0,8.18,14.3,9.83,19.81,,,,,,,0.9907813871817384,10.57
,House,NJ04,2024,Matthew Jenkins,Chris Smith,,31.6,67.3,,R,,-35.7,-5.630000000000003,-30.16,-22.77,-28.87,-17.17,,,,,,,0.0,-31.499999999999996
,House,NJ05,2024,Josh Gottheimer,Mary Jo Guinchard,,54.5,43.3,,D,,11.2,5.04,1.41,12.56,7.97,3.67,,,,,,,0.9970734562481709,11.975000000000001
,House,NJ06,2024,Frank Pallone,Scott Fegler,,56,40.3,,D,,15.7,3.6499999999999986,6.4,19.95,19.61,27.53,,,,,,,1.0,16.66
,House,NJ07,2024,Sue Altman,Thomas Kean Jr.,,46.2,51.8,,R,,-5.6,0.6800000000000002,-1.33,3.72,-5.92,-11.65,,,,,,,0.537020778460638,0.6700000000000004
,House,NJ08,2024,Robert J Menendez,Anthony Valdes,,58.9,34.5,,D,,24.4,12.070000000000007,24.32,45.23,55.82,57.55,,,,,,,1.0,44.58
,House,NJ09,2024,Nellie Pou,Billy Prempeh,,50.7,45.8,,OPEN,,4.9,0,-0.98,19.22,24.69,33.03,,,,,,,0.9841966637401229,11.489999999999998
,House,NJ10,2024,LaMonica McIver,Carmen Bucco,,74.3,22.2,,OPEN,,52.1,0,50.25,63.02,66.8,69.5,,,,,,,1.0,56.870000000000005
,House,NJ11,2024,Mikie Sherrill,Joseph Belnome,,56.5,41.8,,D,,14.7,8.96,8.35,17.04,11.1,5.32,,,,,,,1.0,19.07
,House,NJ12,2024,Bonnie Watson Coleman,Darius Mayfield,,61.1,36.5,,D,,24.6,-0.48999999999999844,23.96,34.79,32.45,33.24,,,,,,,1.0,30.37
,House,NM01,2024,Melanie Stansbury,Steve Jones,,56.4,43.6,,D,,12.8,3.9799999999999995,12.94,14.82,9.09,7.38,,,,,,,1.0,13.59
,House,NM02,2024,Gabe Vasquez,Yvette Herrell,,52.1,47.9,,D,,4.2,1.7900000000000005,-1.92,6.01,6.8,9.87,,,,,,,0.6395961369622476,1.5900000000000003
,House,NM03,2024,Teresa Leger Fernandez,Sharon Clahchischilliage,,56.3,43.7,,D,,12.6,12.639999999999997,4.84,10.96,11.67,14.96,,,,,,,0.9596136962247586,12.669999999999998
,House,NV01,2024,Dina Titus,Mark Robertson,,52,44.5,,D,,7.5,4.089999999999999,2.26,8.71,10.7,14.52,,,,,,,0.8551360842844601,5.369999999999999
,House,NV02,2024,,Mark Amodei,Rober Kidd,,55,36.1,R,,-18.9,-3.3599999999999994,-13.98,-11.34,-14.51,-9.14,,,,,,,0.0,-19.07
,House,NV03,2024,Susie Lee,Drew Johnson,,51.4,48.6,,D,,2.8,4.430000000000001,-0.74,6.77,7.18,8.81,,,,,,,0.8077260755048288,4.15
,House,NV04,2024,Steven Horsford,John Lee,,52.6,44.6,,D,,8,3.5500000000000007,2.82,8.45,11.16,17.8,,,,,,,0.8036289142522681,4.244999999999999
,House,NY01,2024,John Avlon,Nicholas LaLota,,44.3,55.7,,R,,-11.4,-4.02,-10.04,0.22,-8.25,-2.45,,,,,,,0.15218027509511267,-6.510000000000002
,House,NY02,2024,Rob Lubin,Andrew Garbarino,,39.8,60.2,,R,,-20.4,-12.68,-14,-1.52,-6.84,9.82,,,,,,,0.03906935908691835,-14.75
,House,NY03,2024,Michael LiPetri,Tom Suozzi,,51.6,48.4,,OPEN,,3.2,0,-5.26,8.25,5.31,5.31,,,,,,,0.6273046532045654,2.19
,House,NY04,2024,Laura Gillen,Anthony D'Esposito,,51.2,48.8,,R,,2.4,-11.09,0.76,14.69,12.49,15.54,,,,,,,0.6393034825870647,2.9599999999999995
,House,NY05,2024,Gregory Meeks,Paul King,,72.9,27.1,,D,,45.8,-5.350000000000001,42.21,62.85,70.68,78.38,,,,,,,1.0,52.07
,House,NY06,2024,Grace Meng,Thomas Zmich,,60.3,38.1,,D,,22.2,4.529999999999998,5.46,30.57,41.98,43.45,,,,,,,1.0,25.84
,House,NY07,2024,Nydia Velazquez,William Kregler,,77.7,22.3,,D,,55.4,5.390000000000001,45.04,63.11,75.31,76.86,,,,,,,1.0,58.77
,House,NY08,2024,Hakeem Jeffries,John Delaney,,74.9,25.1,,D,,49.8,-2.9099999999999966,43.06,53.51,62,70.79,,,,,,,1.0,44.17
,House,NY09,2024,Yvette Clarke,Menachem Raitport,,73.9,26.1,,D,,47.8,18.200000000000003,39.97,51.9,61.02,59.97,,,,,,,1.0,54.67
,House,NY10,2024,Dan Goldman,Alex Dodenhoff,,82.1,15.2,,D,,66.9,3.640000000000015,59.9,71.96,77.52,70.59,,,,,,,1.0,68.41
,House,NY11,2024,Andrea Morse,Nicole Malliotakis,,35.3,64.7,,R,,-29.4,-8.59,-25.55,-7.71,-8.12,6.92,,,,,,,0.0,-19.930000000000003
,House,NY12,2024,Jerrold Nadler,Michael Zumbluskas,,80.4,19.6,,D,,60.8,-1.1899999999999977,63.49,72.09,73.41,55.25,,,,,,,1.0,67.45
,House,NY13,2024,Adriano Espaillat,Ruben Vargas,,83.6,16.4,,D,,67.2,0,59.4,77.66,89.17,90.97,,,,,,,1.0,69.92999999999999
,House,NY14,2024,Alexandria Ocasio-Cortez,Tina Forte,,68.9,31.1,,D,,37.8,-6.490000000000002,31.39,56.99,68.37,73.69,,,,,,,1.0,45.07
,House,NY15,2024,Ritchie Torres,Gonzalo Duran,,76.5,21.1,,D,,55.4,2.2900000000000063,48.39,70.41,83.4,85.42,,,,,,,1.0,64.17999999999999
,House,NY16,2024,George Latimer,Miriam Levitt Flisser,,71.5,28.5,,OPEN,,43,0,33.1,44.13,44.55,36.55,,,,,,,1.0,37.89000000000001
,House,NY17,2024,Mondaire Jones,Michael Lawler,,45.9,52.1,,R,,-6.2,-3.57,0.6,10.17,8.39,5.47,,,,,,,0.7039800995024875,2.819999999999999
,House,NY18,2024,Pat Ryan,Alison Esposito,,56.8,43.2,,D,,13.6,0.010000000000000009,2.37,8.49,0.87,10.69,,,,,,,0.8257243195785777,4.76
,House,NY19,2024,Josh Riley,Marc Molinaro,,50.8,49.2,,R,,1.6,0.8800000000000003,0.73,4.72,-1.76,9.42,,,,,,,0.4659057652911911,-0.3299999999999996
,House,NY20,2024,Paul Tonko,Kevin Waltz,,61.1,38.9,,D,,22.2,-2.2700000000000014,14.2,19.57,12.69,19.43,,,,,,,1.0,14.84
,House,NY21,2024,Paula Collins,Elise Stefanik,,37.7,62.3,,R,,-24.6,1.519999999999996,-20.7,-12.62,-16.83,4.85,,,,,,,0.0,-18.52
,House,NY22,2024,John Mannion,Brandon Williams,,54.5,45.5,,R,,9,-1.42,6.65,7.62,2.16,12.59,,,,,,,0.5832601697395376,1.1050000000000009
,House,NY23,2024,Thomas Carle,Nick Langworthy,,34.1,65.9,,R,,-31.8,-5.149999999999999,-21,-17.55,-25.51,-9.33,,,,,,,0.0,-26.13
,House,NY24,2024,David Wagenhauser,Claudia Tenney,,34.3,65.7,,R,,-31.4,-6.599999999999998,-23.1,-17.6,-22.95,-3.87,,,,,,,0.0,-27.63
,House,NY25,2024,Joseph Morelle,Gregg Sadwick,,60.4,39.5,,D,,20.9,-5.2299999999999995,18.7,20.13,14.6,17.5,,,,,,,0.9991220368744512,13.899999999999999
,House,NY26,2024,Tim Kennedy,Anthony Marecki,,65.1,34.9,,OPEN,,30.2,0,19.07,23.82,16.59,26.08,,,,,,,1.0,22.419999999999998
,House,OH01,2024,Greg Landsman,Orlando Sonza,,54.6,45.4,,D,,9.2,4.21,6.54,8.59,4.11,-0.24,,,,,,,0.9489318115305824,7.4399999999999995
,House,OH02,2024,Samantha Meadows,David Taylor,,26.4,73.5,,OPEN,,-47.1,0,-47.23,-45.98,-45.22,-21.16,,,,,,,0.0,-51.709999999999994
,House,OH03,2024,Joyce Beatty,Michael Young,,70.7,29.3,,D,,41.4,3.770000000000003,40.24,44.43,40.24,32.26,,,,,,,1.0,43.27
,House,OH04,2024,Tamie Wilson,Jim Jordan,,31.5,68.5,,R,,-37,5.050000000000004,-36.76,-36.25,-39.25,-25.1,,,,,,,0.0,-39.98
,House,OH05,2024,Keith Mundy,Bob Latta,,32.5,67.5,,R,,-35,0.6200000000000045,-29.26,-27.22,-26.33,-7.15,,,,,,,0.0,-34.529999999999994
,House,OH06,2024,Michael Kripchak,Michael Rulli,,33.2,66.8,,OPEN,,-33.6,0,-33.67,-29.12,-25.65,3.38,,,,,,,0.0,-36.629999999999995
,House,OH07,2024,Matthew Diemer,Max Miller,Dennis Kucinich,36.1,51.1,12.8,R,,-15,5.84,-10.6,-9.34,-11.99,-3.39,,,,,,,0.007462686567164179,-12.43
,House,OH08,2024,Vanessa Enoch,Warren Davidson,,37.2,62.8,,R,,-25.6,0.3500000000000014,-23.69,-22.35,-27.05,-22.39,,,,,,,0.0,-27.580000000000002
,House,OH09,2024,Marcy Kaptur,Derek Merrin,,48.3,47.6,,D,,0.7,23.37,-6.71,-2.97,-0.99,17.23,,,,,,,0.525753585016096,2.2699999999999965
,House,OH10,2024,Amy Cox,Mike Turner,,39.1,57.8,,R,,-18.7,-12.619999999999997,-5.74,-3.58,-6.38,-0.02,,,,,,,0.007609013754755633,-16.31
,House,OH11,2024,Shontel Brown,Alan Rapoport,,78.3,19.6,,D,,58.7,4.590000000000003,54.8,58.21,62.3,63.45,,,,,,,1.0,54.870000000000005
,House,OH12,2024,Jerrad Christian,Troy Balderson,,31.5,68.5,,R,,-37,-0.07000000000000028,-32.73,-31.33,-30.82,-12.3,,,,,,,0.0,-39.03999999999999
,House,OH13,2024,Emilia Sykes,Kevin Coughlin,,51.1,48.9,,D,,2.2,9.74,-0.03,2.86,2.2,11.56,,,,,,,0.664179104477612,2.6700000000000004
,House,OH14,2024,Brian Kenderes,David Joyce,,36.5,63.5,,R,,-27,-1.0500000000000007,-17.79,-15.15,-14.27,5.54,,,,,,,0.0,-23.63
,House,OH15,2024,Adam Miller,Mike Carey,,43.6,56.4,,R,,-12.8,0.07000000000000028,-9.2,-6.87,-10.89,-3.88,,,,,,,0.000877963125548727,-12.600000000000001
,House,OK01,2024,Dennis Baker,Kevin Hern,,34.5,60.4,,R,,-25.9,2.620000000000001,-21.55,-21.92,-29.5,-30.77,,,,,,,0.0,-24.73
,House,OK02,2024,Brandon Wade,Josh Brecheen,,21.4,74.2,,R,,-52.8,12.57,-55.62,-54.37,-52.16,-36.43,,,,,,,0.0,-55.3
,House,OK03,2024,,Frank Lucas,,,,,R,,RN/A,2.0,-44.85,-43.8,-47.75,-40.62,,,,,,,0.0,-48.529999999999994
,House,OK04,2024,Mary Brannon,Tom Cole,,28.3,65.2,,R,,-36.9,5.270000000000003,-32.94,-31.67,-37.58,-31.91,,,,,,,0.0,-33.9
,House,OK05,2024,Madison Horn,Stephanie Bice,,39.3,60.7,,R,,-21.4,4.549999999999997,-18.24,-18.95,-26.51,-28.52,,,,,,,0.0,-20.680000000000003
,House,OR01,2024,Suzanne Bonamici,Bob Todd,,68.8,28.1,,D,,40.7,2.8800000000000026,37.6,40.32,36.7,29.76,,,,,,,1.0,38.57
,House,OR02,2024,Dan Ruby,Cliff Bentz,,32.8,64,,R,,-31.2,-2.969999999999999,-26.55,-25.03,-30.73,-21.93,,,,,,,0.0,-32.23
,House,OR03,2024,Maxine Dexter,Joanna Harbour,,68,25.2,,OPEN,,42.8,0,45.63,48.41,48.06,46.27,,,,,,,1.0,43.959999999999994
,House,OR04,2024,Val Hoyle,Monique DeSpain,,51.8,44,,D,,7.8,1.6399999999999997,11.98,13.06,8.96,14.01,,,,,,,0.9957565115598478,9.77
,House,OR05,2024,Janelle Bynum,Lori Chavez-DeRemer,,47.7,45.1,,R,,2.6,-3.9600000000000004,8.69,9.06,3.22,2.17,,,,,,,0.6631548141644718,2.3699999999999997
,House,OR06,2024,Andrea Salinas,Mike Erickson,,53.4,46.6,,D,,6.8,-3.839999999999999,11.29,13.54,7.57,2.87,,,,,,,0.9246414983904009,8.809999999999999
,House,PA01,2024,Ashley Ehasz,Brian Fitzpatrick,,43.6,56.4,,R,,-12.8,-7.290000000000001,0.3,4.69,0.73,0.87,,,,,,,0.2633889376646181,-4.27
,House,PA02,2024,Brendan Boyle,Haroon Bashir,,71.5,28.5,,D,,43,15.550000000000004,35.65,43.05,50.39,56.25,,,,,,,1.0,44.63
,House,PA03,2024,Dwight Evans,,,,,,D,,DN/A,0,77.04,81.39,83.62,83.9,,,,,,,1.0,76.66
,House,PA04,2024,Madeleine Dean,David Winkler,,59.1,40.9,,D,,18.2,10.66,15.8,19.14,14.49,9.73,,,,,,,1.0,21.66
,House,PA05,2024,Mary Gay Scanlon,Alfeia DeVaughn-Goodwin,,65.3,34.7,,D,,30.6,4.839999999999996,28.64,32.56,29.93,27.86,,,,,,,1.0,31.169999999999998
,House,PA06,2024,Chrissy Houlahan,Neil Young Jr.,,56.2,43.8,,D,,12.4,8.91,11.41,14.89,9.26,3.07,,,,,,,1.0,16.87
,House,PA07,2024,Susan Wild,Ryan Mackenzie,,49.5,50.5,,D,,-1,8.57,-3.31,0.63,-2.97,4.94,,,,,,,0.5485806262803629,0.77
,House,PA08,2024,Matt Cartwright,Rob Bresnahan,,49.2,50.8,,D,,-1.6,12.540000000000001,-8.51,-2.94,-8.33,12.79,,,,,,,0.4476148668422593,-1.1299999999999986
,House,PA09,2024,Amanda Waldman,Dan Meuser,,29.5,70.5,,R,,-41,5.660000000000004,-37.92,-37.06,-41.19,-21.28,,,,,,,0.0,-40.4
,House,PA10,2024,Janelle Stelson,Scott Perry,,49.4,50.6,,R,,-1.2,3.790000000000001,-5.16,-4.19,-10.37,-7.26,,,,,,,0.08252853380158033,-7.130000000000001
,House,PA11,2024,Jim Atkinson,Lloyd Smucker,,37.1,62.9,,R,,-25.8,5.779999999999998,-21.37,-21.58,-26.76,-22.72,,,,,,,0.0,-23.73
,House,PA12,2024,Summer Lee,James Hayes,,56.4,43.6,,D,,12.8,-0.5700000000000021,18.61,20.17,18.1,18.86,,,,,,,1.0,15.540000000000001
,House,PA13,2024,Beth Farnham,John Joyce,,25.8,74.2,,R,,-48.4,0,-45.55,-45.77,-47.84,-34.38,,,,,,,0.0,-52.5
,House,PA14,2024,Christopher Dziados,Guy Reschenthaler,,33.4,66.6,,R,,-33.2,0,-33.35,-31.85,-33.14,-18.91,,,,,,,0.0,-38.85000000000001
,House,PA15,2024,Zacheray Womer,Glenn Thompson,,28.5,71.5,,R,,-43,4.930000000000007,-38,-37.53,-37.91,-24.65,,,,,,,0.0,-42.0
,House,PA16,2024,Preston Nouri,Mike Kelly,,36.3,63.7,,R,,-27.4,9.309999999999999,-22.8,-20.91,-23.09,-7.88,,,,,,,0.0,-22.639999999999997
,House,PA17,2024,Chris Deluzio,Rob Mercuri,,53.9,46.1,,D,,7.8,8.09,5.12,5.91,1.08,-0.43,,,,,,,0.906643254316652,6.68
,House,RI01,2024,Gabe Amo,Allen Waters,,63.2,32.1,,OPEN,,31.1,0,21.72,29.53,26.42,34.26,,,,,,,1.0,25.97
,House,RI02,2024,Seth Magaziner,Steve Corvi,,58.4,41.6,,D,,16.8,-3.049999999999999,6.47,13.95,7.88,22.51,,,,,,,0.9225929177641206,7.719999999999999
,House,SC01,2024,Michael Moore,Nancy Mace,,41.7,58.3,,R,,-16.6,1.9800000000000004,-13.1,-8.78,-15.66,-18.42,,,,,,,0.010535557506584723,-12.010000000000002
,House,SC02,2024,David Robinson II,Joe Wilson,,40.3,59.7,,R,,-19.4,-2.2399999999999984,-13.96,-10.76,-18.05,-20.62,,,,,,,0.0,-15.989999999999998
,House,SC03,2024,Michael Bedenbaugh,Sheri Biggs,,25.3,71.8,,OPEN,,-46.5,0,-43.05,-38,-39.36,-19.53,,,,,,,0.0,-44.269999999999996
,House,SC04,2024,Kathryn Harvey,William Timmons,,37.3,59.9,,R,,-22.6,0,-23.63,-18.89,-25.23,-24.65,,,,,,,0.0,-22.540000000000003
,House,SC06,2024,Jim Clyburn,Duke Buckner,,59.6,36.8,,D,,22.8,-1.1799999999999997,22.84,32.58,32.86,35.91,,,,,,,1.0,26.705
,House,SC07,2024,Mal Hyman,Russell Fry,,35,65,,R,,-30,-3.7600000000000016,-26.36,-18.84,-19.5,-10.34,,,,,,,0.0,-27.81
,House,SC05,2024,Evangeline Hundley,Ralph Norman,,36.4,63.6,,R,,-27.2,-3.879999999999999,-22.78,-18.42,-21.12,-13.44,,,,,,,0.0,-26.73
,House,SDAL,2024,Sheryl Johnson,Dusty Johnson,,28,72,,R,,-44,-20.729999999999997,-29.19,-26.87,-31.94,-18.44,,,,,,,0.0,-43.83
,House,TN01,2024,Kevin Jenkins,Diana Harshbarger,,19.4,78.1,,R,,-58.7,3.759999999999998,-57.84,-55.16,-59.18,-47.88,,,,,,,0.0,-59.32999999999999
,House,TN02,2024,Jane George,Tim Burchett,,30.8,69.2,,R,,-38.4,1.1800000000000068,-33.86,-29.78,-37.36,-36.84,,,,,,,0.0,-33.529999999999994
,House,TN03,2024,Jack Allen,Chuck Fleischmann,,29.4,67.5,,R,,-38.1,1.5,-35.88,-32.5,-37.04,-29.63,,,,,,,0.0,-37.43
,House,TN04,2024,Victoria Broderick,Scott DesJarlais,,26.8,69.9,,R,,-43.1,7.450000000000003,-43.58,-38.45,-43.02,-32.14,,,,,,,0.0,-40.23
,House,TN05,2024,Maryam Abolfazli,Andy Ogles,,39.5,56.9,,R,,-17.4,5.260000000000002,-17.99,-11.56,-18.11,-21.07,,,,,,,0.010535557506584723,-13.140000000000004
,House,TN06,2024,Lore Bergman,John Rose,,32,68,,R,,-36,4.300000000000004,-34.87,-29.7,-33.3,-24.14,,,,,,,0.0,-33.33
,House,TN07,2024,Megan Barry,Mark Green,,38,59.5,,R,,-21.5,0.7800000000000011,-22.28,-15.48,-18.18,-10.66,,,,,,,0.0,-21.21
,House,TN08,2024,Sarah Freeman,David Kustoff,,25.6,72.3,,R,,-46.7,-4.689999999999998,-41.11,-37.81,-40.35,-34.23,,,,,,,0.0,-46.43
,House,TN09,2024,Steve Cohen,Charlotte Bergmann,,71.3,25.7,,D,,45.6,2.0,43.46,49,48.32,47.53,,,,,,,1.0,45.550000000000004
,House,TX01,2024,,Nathaniel Moran,,,,,R,,RN/A,-2.5900000000000034,-51.25,-46.41,-49.22,-44.13,,,,,,,0.0,-53.72999999999999
,House,TX02,2024,Peter Filler,Dan Crenshaw,,34.3,65.7,,R,,-31.4,-1.5100000000000016,-23.92,-23.09,-33.37,-45.16,,,,,,,0.0,-26.820000000000004
,House,TX03,2024,Sandeep Srivastava,Keith Self,,37.5,62.5,,R,,-25,-1.7600000000000016,-19.89,-14.64,-27.67,-38.95,,,,,,,0.005414105940883816,-18.015
,House,TX04,2024,Simon Cardell,Pat Fallon,,31.6,68.4,,R,,-36.8,-2.309999999999995,-32.56,-26.29,-36.05,-40.89,,,,,,,0.0,-30.969999999999995
,House,TX05,2024,Ruth Torres,Lance Gooden,,35.9,64.1,,R,,-28.2,-0.08999999999999986,-27.03,-22.71,-29.91,-31.52,,,,,,,0.0,-26.94
,House,TX06,2024,John Love III,Jake Ellzey,,34.3,65.7,,R,,-31.4,0,-28.5,-24.25,-32.45,-34.05,,,,,,,0.0,-26.880000000000006
,House,TX07,2024,Lizzie Fletcher,Caroline Kane,,61.3,38.7,,D,,22.6,4.650000000000002,20.5,30.15,31.52,7.51,,,,,,,1.0,28.87
,House,TX08,2024,Laura Jones,Morgan Luttrell,,31.8,68.2,,R,,-36.4,-2.8599999999999994,-33.86,-27.54,-33.2,-43.53,,,,,,,0.0,-33.00999999999999
,House,TX09,2024,Al Green,,,,,,D,,DN/A,6.590000000000003,43.92,54.01,59.2,50.7,,,,,,,1.0,52.28
,House,TX10,2024,Theresa Boisseau,Michael McCaul,,34,63.6,,R,,-29.6,-2.6700000000000017,-24.84,-19.13,-27.87,-34.59,,,,,,,0.0,-23.929999999999996
,House,TX11,2024,,August Pfluger,,,,,R,,RN/A,0,-45.48,-40.92,-44,-45.21,,,,,,,0.0,-45.47
,House,TX12,2024,Trey Hunt,Craig Goldman,,36.5,63.5,,OPEN,,-27,0,-22.67,-18.44,-27.04,-31.56,,,,,,,0.0,-21.91
,House,TX13,2024,,Ronny Jackson,,,,,R,,RN/A,2.6300000000000026,-47.75,-46.23,-53.75,-54.16,,,,,,,0.0,-49.029999999999994
,House,TX14,2024,Rhonda Hart,Randy Weber,,31.3,68.7,,R,,-37.4,-4.269999999999996,-34.13,-28.93,-29.53,-27.69,,,,,,,0.0,-37.459999999999994
,House,TX15,2024,Michelle Vallejo,Monica De La Cruz,,42.9,57.1,,R,,-14.2,1.6099999999999994,-17.84,-2.91,13.73,12.83,,,,,,,0.019315188762071993,-10.73
,House,TX16,2024,Veronica Escobar,Irene Armendariz-Jackson,,59.5,40.4,,D,,19.1,-1.7699999999999996,15.94,35.97,44.51,31.51,,,,,,,1.0,29.27
,House,TX17,2024,Mark Lorenzen,Pete Sessions,,33.7,66.3,,R,,-32.6,-2.91,-29.2,-22.89,-29.62,-29.37,,,,,,,0.0,-28.790000000000003
,House,TX18,2024,Sylvester Turner,Lana Centonze,,69.4,30.5,,OPEN,,38.9,0,39.61,49.21,53.81,44.64,,,,,,,1.0,44.27
,House,TX19,2024,,Jodey Arrington,Nathan Lewis,,80.7,10.3,R,,-70.4,-6.5,-51.67,-46.9,-50.83,-48.75,,,,,,,0.0,-55.629999999999995
,House,TX20,2024,Joaquin Castro,,,,,,D,,DN/A,10.359999999999996,21.23,33.64,33.92,25.69,,,,,,,1.0,35.07
,House,TX21,2024,Kristin Hook,Chip Roy,,36.1,61.8,,R,,-25.7,1.5999999999999979,-23.63,-20,-29.47,-37.32,,,,,,,0.0,-22.330000000000002
,House,TX22,2024,Marquette Green-Scott,Troy Nehls,,37.9,62.1,,R,,-24.2,-3.219999999999999,-19.65,-16.28,-25.3,-38.77,,,,,,,0.0001463271875914545,-21.01
,House,TX23,2024,Santos Limon,Tony Gonzales,,37.7,62.3,,R,,-24.6,-2.620000000000001,-15.53,-7.28,-4.32,-11.13,,,,,,,0.0001463271875914545,-15.010000000000002
,House,TX24,2024,Sam Eppler,Beth Van Duyne,,39.7,60.3,,R,,-20.6,0.3500000000000014,-15.82,-12.55,-25.18,-39.81,,,,,,,0.04550775534094235,-14.780000000000001
,House,TX25,2024,,Roger Williams,,,,,R,,RN/A,0,-36.3,-31.6,-38.48,-38.79,,,,,,,0.0,-34.83
,House,TX26,2024,Ernest Lineberger III,Brandon Gill,,35.7,62.1,,OPEN,,-26.4,0,-23.42,-18.81,-32.29,-41.81,,,,,,,0.0,-21.04
,House,TX27,2024,Tanya Lloyd,Michael Cloud,,34,66,,R,,-32,1.129999999999999,-29.75,-22.73,-22.53,-20.19,,,,,,,0.0,-28.529999999999998
,House,TX28,2024,Henry Cuellar,Jay Furman,,52.8,47.2,,D,,5.6,13.47,-7.29,7.13,20.02,21.8,,,,,,,0.7096868598185543,6.899999999999999
,House,TX29,2024,Sylvia Garcia,Alan Garza,,65.3,34.7,,D,,30.6,12.829999999999995,20.25,37.17,51.5,36.3,,,,,,,1.0,38.07
,House,TX30,2024,Jasmine Crockett,,Jrmar Jefferson,84.9,,15.1,D,,69.8,2.950000000000003,46.74,57.45,57.91,55.41,,,,,,,1.0,54.31000000000002
,House,TX31,2024,Stuart Whitlow,John Carter,,35.6,64.4,,R,,-28.8,0,-23.27,-20.63,-31.94,-37.35,,,,,,,0.0,-21.8
,House,TX32,2024,Julie Johnson,Darrell Day,,60.4,37,,OPEN,,23.4,0,23.37,33.53,27.5,11.25,,,,,,,1.0,31.930000000000003
,House,TX33,2024,Marc Veasey,Patrick Gillespie,,68.8,31.2,,D,,37.6,2.990000000000002,33.56,50.61,53.45,44.04,,,,,,,1.0,47.38
,House,TX34,2024,Vicente Gonzalez,Mayra Flores,,51.3,48.7,,D,,2.6,0.019999999999999574,-4.47,15.68,37.62,37.65,,,,,,,0.7385133157740709,7.449999999999999
,House,TX35,2024,Greg Casar,Steven Wright,,67.4,32.6,,D,,34.8,6.340000000000003,33.59,46.06,45.14,36.83,,,,,,,1.0,45.470000000000006
,House,TX36,2024,Dayna Steele,Brian Babin,,30.6,69.4,,R,,-38.8,0.20000000000000284,-36.95,-32,-34.44,-37.38,,,,,,,0.0,-37.23
,House,TX37,2024,Lloyd Doggett,Jenny Garcia Sharon,,74.2,23.6,,D,,50.6,9.18,48.97,53.82,48.74,29.24,,,,,,,1.0,56.57
,House,TX38,2024,Melissa McDonough,Wesley Hunt,,37.2,62.7,,R,,-25.5,-1.9200000000000017,-20.95,-18.38,-28.07,-42.57,,,,,,,0.0,-22.24
,House,UT01,2024,Bill Campbell,Blake Moore,,32.1,63.1,,R,,-31,-6.350000000000001,-20.04,-20.45,-21.01,-46.87,,,,,,,0.0,-28.680000000000003
